"bldg_id","in.sqft","in.bedrooms","in.city","in.clothes_dryer","in.clothes_washer","in.cooking_range","in.county","in.dishwasher","in.water_heater_fuel","in.refrigerator","in.vacancy_status","in.income","in.occupants","in.heating_fuel","in.heating_setpoint","in.cooling_setpoint","in.hvac_cooling_efficiency","in.hvac_heating_efficiency"
65,885,3,"SC, Rock Hill","Gas, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500910","None","Natural Gas","EF 6.7, 100% Usage","Occupied","10000-14999","3","Natural Gas","70F","72F","AC, SEER 15","Fuel Furnace, 92.5% AFUE"
121,1220,2,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500730","290 Rated kWh, 100% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","15000-19999","1","Natural Gas","65F","76F","AC, SEER 13","Fuel Furnace, 60% AFUE"
1961,2176,4,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Gas, 100% Usage","G4500730","None","Electricity","EF 17.6, 100% Usage","Occupied","25000-29999","5","Electricity","68F","75F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
2077,1220,3,"SC, Rock Hill","Electric, 120% Usage","Standard, 120% Usage","Gas, 120% Usage","G4500910","None","Natural Gas","EF 19.9, 100% Usage","Occupied","50000-59999","1","Natural Gas","68F","75F","AC, SEER 13","Fuel Furnace, 80% AFUE"
2540,3301,4,"Not in a census Place","Electric, 120% Usage","Standard, 120% Usage","Electric, 120% Usage","G4500910","318 Rated kWh, 120% Usage","Natural Gas","EF 6.7, 100% Usage","Occupied","140000-159999","4","Natural Gas","72F","75F","AC, SEER 13","Fuel Furnace, 80% AFUE"
2724,8194,4,"Not in a census Place","Electric, 80% Usage","Standard, 80% Usage","Gas, 80% Usage","G4500910","None","Natural Gas","EF 17.6, 100% Usage","Occupied","140000-159999","4","Natural Gas","75F","70F","AC, SEER 15","Fuel Furnace, 80% AFUE"
2886,3301,4,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500730","None","Electricity","EF 15.9, 100% Usage","Occupied","30000-34999","1","Electricity","75F","72F","AC, SEER 13","Electric Furnace, 100% AFUE"
4769,3301,2,"SC, Rock Hill","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500910","None","Natural Gas","EF 10.5, 100% Usage","Occupied","70000-79999","1","Natural Gas","68F","68F","AC, SEER 13","Fuel Furnace, 92.5% AFUE"
5051,2176,3,"SC, Sumter","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500850","None","Electricity","EF 19.9, 100% Usage","Occupied","40000-44999","1","Electricity","72F","70F","Room AC, EER 9.8","Electric Baseboard, 100% Efficiency"
5353,1690,3,"Not in a census Place","Electric, 120% Usage","Standard, 120% Usage","Propane, 120% Usage","G4500910","None","Electricity","EF 17.6, 100% Usage","Occupied","<10000","3","Propane","68F","75F","AC, SEER 15","Fuel Furnace, 92.5% AFUE"
5579,2176,3,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500730","None","Natural Gas","EF 17.6, 100% Usage","Occupied","25000-29999","1","Natural Gas","68F","72F","AC, SEER 15","Fuel Furnace, 92.5% AFUE"
6644,2663,4,"Not in a census Place","Electric, 80% Usage","Standard, 80% Usage","Electric, 80% Usage","G4500910","None","Electricity","EF 17.6, 100% Usage","Occupied","200000+","4","Electricity","72F","72F","Room AC, EER 9.8","Electric Baseboard, 100% Efficiency"
7534,1220,3,"SC, Rock Hill","Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage","G4500910","318 Rated kWh, 100% Usage","Electricity","EF 17.6, 100% Usage","Occupied","80000-99999","1","Electricity","75F","70F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
12663,2176,3,"SC, Sumter","None","EnergyStar, 100% Usage","Electric, 100% Usage","G4500850","None","Electricity","EF 17.6, 100% Usage","Vacant","100000-119999","2","Electricity","55F","70F","AC, SEER 10","Electric Furnace, 100% AFUE"
12768,633,1,"In another census Place","Electric, 120% Usage","Standard, 120% Usage","Electric, 120% Usage","G4500850","290 Rated kWh, 120% Usage","Electricity","EF 19.9, 100% Usage","Occupied","70000-79999","2","Electricity","60F","75F","Heat Pump","ASHP, SEER 15, 8.5 HSPF"
14002,3301,3,"Not in a census Place","Electric, 120% Usage","Standard, 120% Usage","None","G4500910","290 Rated kWh, 120% Usage","Natural Gas","EF 15.9, 100% Usage","Occupied","60000-69999","2","Natural Gas","72F","70F","AC, SEER 13","Fuel Furnace, 80% AFUE"
14168,885,2,"SC, Rock Hill","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500910","318 Rated kWh, 100% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","10000-14999","1","Natural Gas","78F","80F","AC, SEER 8","Fuel Furnace, 80% AFUE"
25112,1220,2,"Not in a census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Propane, 80% Usage","G4500730","None","Electricity","EF 17.6, 100% Usage","Occupied","100000-119999","2","Propane","68F","72F","AC, SEER 13","Fuel Furnace, 80% AFUE"
26023,2176,3,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500910","None","Natural Gas","EF 17.6, 100% Usage","Occupied","50000-59999","1","Natural Gas","75F","76F","AC, SEER 13","Fuel Furnace, 76% AFUE"
27047,3301,3,"SC, Rock Hill","Gas, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage","G4500910","318 Rated kWh, 100% Usage","Natural Gas","EF 19.9, 100% Usage","Occupied","160000-179999","2","Natural Gas","75F","75F","AC, SEER 13","Fuel Furnace, 80% AFUE"
28376,2663,4,"In another census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500910","None","Electricity","EF 17.6, 100% Usage","Occupied","80000-99999","5","Electricity","65F","72F","AC, SEER 13","Electric Furnace, 100% AFUE"
31136,3301,5,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500910","290 Rated kWh, 100% Usage","Electricity","EF 17.6, 100% Usage","Occupied","60000-69999","2","Electricity","72F","75F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
31587,1690,2,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Gas, 100% Usage","G4500910","290 Rated kWh, 100% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","120000-139999","3","Natural Gas","72F","68F","AC, SEER 13","Fuel Furnace, 80% AFUE"
33348,1220,3,"SC, Rock Hill","Gas, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500910","None","Natural Gas","EF 17.6, 100% Usage","Occupied","15000-19999","1","Natural Gas","72F","70F","AC, SEER 15","Fuel Furnace, 80% AFUE"
35705,2176,3,"In another census Place","Electric, 120% Usage","Standard, 120% Usage","Propane, 120% Usage","G4500910","318 Rated kWh, 120% Usage","Electricity","EF 17.6, 100% Usage","Occupied","140000-159999","2","Electricity","70F","72F","AC, SEER 13","Electric Furnace, 100% AFUE"
35789,1220,3,"In another census Place","Gas, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500910","None","Natural Gas","EF 10.5, 100% Usage","Occupied","20000-24999","1","Natural Gas","78F","70F","AC, SEER 13","Fuel Furnace, 92.5% AFUE"
35982,1690,2,"Not in a census Place","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500730","None","Electricity","EF 17.6, 100% Usage","Occupied","120000-139999","2","Electricity","76F","72F","Heat Pump","ASHP, SEER 15, 8.5 HSPF"
36078,1690,3,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Gas, 100% Usage","G4500910","None","Natural Gas","EF 19.9, 100% Usage","Occupied","50000-59999","1","Natural Gas","76F","68F","AC, SEER 15","Fuel Furnace, 92.5% AFUE"
37800,2663,3,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500730","None","Electricity","EF 17.6, 100% Usage","Vacant","120000-139999","3","Electricity","55F","75F","AC, SEER 10","Electric Furnace, 100% AFUE"
38318,1690,3,"Not in a census Place","Electric, 120% Usage","Standard, 120% Usage","Propane, 120% Usage","G4500850","290 Rated kWh, 120% Usage","Electricity","EF 19.9, 100% Usage","Occupied","120000-139999","2","Other Fuel","72F","76F","AC, SEER 15","Other"
39860,1690,3,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Propane, 100% Usage","G4500730","318 Rated kWh, 100% Usage","Electricity","EF 17.6, 100% Usage","Occupied","120000-139999","5","Other Fuel","70F","65F","AC, SEER 13","Other"
41752,2176,4,"In another census Place","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500730","290 Rated kWh, 100% Usage","Electricity","EF 19.9, 100% Usage","Occupied","200000+","2","Electricity","70F","70F","AC, SEER 15","Electric Furnace, 100% AFUE"
41891,2663,5,"Not in a census Place","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500910","290 Rated kWh, 120% Usage","Electricity","EF 15.9, 100% Usage","Occupied","60000-69999","2","Natural Gas","67F","75F","AC, SEER 13","Fuel Furnace, 80% AFUE"
43126,1690,1,"SC, Rock Hill","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500910","None","Natural Gas","EF 17.6, 100% Usage","Occupied","140000-159999","2","Natural Gas","65F","75F","AC, SEER 13","Fuel Furnace, 92.5% AFUE"
45808,3301,3,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500730","290 Rated kWh, 100% Usage","Electricity","EF 17.6, 100% Usage","Occupied","180000-199999","3","Electricity","72F","65F","AC, SEER 15","Electric Furnace, 100% AFUE"
46424,8194,3,"In another census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500910","None","Electricity","EF 17.6, 100% Usage","Occupied","80000-99999","3","Electricity","65F","78F","AC, SEER 13","Electric Furnace, 100% AFUE"
48717,2176,4,"In another census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage","G4500850","290 Rated kWh, 100% Usage","Electricity","EF 19.9, 100% Usage","Occupied","15000-19999","1","Electricity","70F","70F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
51262,1220,3,"Not in a census Place","Gas, 120% Usage","EnergyStar, 120% Usage","Gas, 120% Usage","G4500910","None","Natural Gas","EF 17.6, 100% Usage","Occupied","15000-19999","2","Natural Gas","68F","80F","AC, SEER 15","Fuel Furnace, 80% AFUE"
51943,2176,3,"SC, Sumter","Electric, 80% Usage","EnergyStar, 80% Usage","Propane, 80% Usage","G4500850","290 Rated kWh, 80% Usage","Electricity","EF 15.9, 100% Usage","Occupied","100000-119999","5","Propane","72F","68F","AC, SEER 15","Fuel Furnace, 80% AFUE"
53274,328,2,"SC, Rock Hill","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500910","None","Electricity","EF 17.6, 100% Usage","Occupied","25000-29999","1","Electricity","70F","70F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
53532,2176,4,"Not in a census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Gas, 80% Usage","G4500910","None","Natural Gas","EF 17.6, 100% Usage","Occupied","140000-159999","4","Natural Gas","70F","70F","AC, SEER 15","Fuel Furnace, 80% AFUE"
58899,8194,5,"SC, Rock Hill","Gas, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage","G4500910","318 Rated kWh, 100% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","200000+","4","Natural Gas","75F","75F","AC, SEER 13","Fuel Boiler, 76% AFUE"
59043,3301,4,"SC, Rock Hill","Electric, 80% Usage","Standard, 80% Usage","Electric, 80% Usage","G4500910","318 Rated kWh, 80% Usage","Electricity","EF 15.9, 100% Usage","Occupied","180000-199999","2","Natural Gas","78F","76F","AC, SEER 15","Fuel Furnace, 80% AFUE"
59989,885,2,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500850","None","Electricity","EF 17.6, 100% Usage","Occupied","<10000","1","Electricity","70F","78F","AC, SEER 13","Electric Furnace, 100% AFUE"
60467,1690,4,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500910","None","Electricity","EF 19.9, 100% Usage","Occupied","50000-59999","2","Electricity","70F","80F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
61520,8194,3,"Not in a census Place","Gas, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500730","290 Rated kWh, 80% Usage","Natural Gas","EF 19.9, 100% Usage","Occupied","100000-119999","2","Natural Gas","78F","60F","AC, SEER 13","Fuel Furnace, 80% AFUE"
62282,2176,2,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500910","318 Rated kWh, 100% Usage","Electricity","EF 17.6, 100% Usage","Occupied","45000-49999","1","Natural Gas","68F","76F","AC, SEER 13","Fuel Furnace, 92.5% AFUE"
63634,2176,4,"In another census Place","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500850","290 Rated kWh, 100% Usage","Electricity","EF 17.6, 100% Usage","Occupied","<10000","2","Electricity","68F","75F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
64005,1220,2,"SC, Rock Hill","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500910","None","Electricity","EF 10.5, 100% Usage","Occupied","30000-34999","1","Electricity","70F","72F","AC, SEER 13","Electric Furnace, 100% AFUE"
66768,3301,3,"Not in a census Place","Electric, 120% Usage","Standard, 120% Usage","Electric, 120% Usage","G4500910","290 Rated kWh, 120% Usage","Natural Gas","EF 15.9, 100% Usage","Occupied","80000-99999","3","Natural Gas","75F","78F","AC, SEER 13","Fuel Furnace, 80% AFUE"
67069,1690,3,"SC, Sumter","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500850","290 Rated kWh, 80% Usage","Electricity","EF 17.6, 100% Usage","Occupied","30000-34999","1","Natural Gas","80F","68F","AC, SEER 10","Fuel Furnace, 92.5% AFUE"
69731,2176,3,"Not in a census Place","Propane, 80% Usage","EnergyStar, 80% Usage","Propane, 80% Usage","G4500910","318 Rated kWh, 80% Usage","Electricity","EF 17.6, 100% Usage","Vacant","140000-159999","3","Propane","55F","80F","AC, SEER 13","Fuel Furnace, 80% AFUE"
70193,1220,3,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage","G4500910","290 Rated kWh, 100% Usage","Electricity","EF 17.6, 100% Usage","Occupied","80000-99999","1","Natural Gas","75F","76F","AC, SEER 10","Fuel Furnace, 76% AFUE"
70349,1220,4,"SC, Rock Hill","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500910","318 Rated kWh, 80% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","50000-59999","2","Natural Gas","68F","78F","AC, SEER 8","Fuel Furnace, 80% AFUE"
70925,1690,3,"Not in a census Place","Electric, 120% Usage","Standard, 120% Usage","Electric, 120% Usage","G4500910","None","Natural Gas","EF 17.6, 100% Usage","Occupied","60000-69999","4","Natural Gas","68F","68F","AC, SEER 13","Fuel Furnace, 80% AFUE"
71801,1690,3,"SC, Rock Hill","Gas, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500910","290 Rated kWh, 100% Usage","Natural Gas","EF 17.6, 100% Usage","Vacant","80000-99999","2","Natural Gas","55F","78F","AC, SEER 13","Fuel Furnace, 80% AFUE"
74065,1690,3,"In another census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500910","290 Rated kWh, 80% Usage","Electricity","EF 15.9, 100% Usage","Occupied","100000-119999","4","Electricity","75F","78F","Heat Pump","ASHP, SEER 15, 8.5 HSPF"
76460,1690,3,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Propane, 100% Usage","G4500730","290 Rated kWh, 100% Usage","Propane","EF 17.6, 100% Usage","Vacant","50000-59999","3","Propane","55F","68F","AC, SEER 13","Fuel Furnace, 80% AFUE"
78069,8194,2,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500910","None","Natural Gas","EF 17.6, 100% Usage","Occupied","160000-179999","6","Natural Gas","70F","72F","None","Fuel Wall/Floor Furnace, 60% AFUE"
79783,1220,3,"SC, Rock Hill","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500910","290 Rated kWh, 100% Usage","Natural Gas","EF 15.9, 100% Usage","Occupied","60000-69999","4","Natural Gas","70F","78F","AC, SEER 13","Fuel Furnace, 80% AFUE"
80041,1690,3,"SC, Sumter","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500850","None","Natural Gas","EF 15.9, 100% Usage","Occupied","50000-59999","1","Electricity","72F","78F","AC, SEER 13","Electric Furnace, 100% AFUE"
83118,633,2,"Not in a census Place","Electric, 80% Usage","Standard, 80% Usage","Electric, 80% Usage","G4500730","318 Rated kWh, 80% Usage","Electricity","EF 15.9, 100% Usage","Occupied","50000-59999","2","Electricity","78F","70F","Room AC, EER 12.0","Electric Baseboard, 100% Efficiency"
84172,1220,2,"In another census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500850","None","Electricity","EF 17.6, 100% Usage","Vacant","50000-59999","2","Electricity","55F","70F","Room AC, EER 10.7","Electric Baseboard, 100% Efficiency"
85274,2176,3,"Not in a census Place","None","EnergyStar, 100% Usage","Electric, 100% Usage","G4500910","318 Rated kWh, 100% Usage","Electricity","EF 17.6, 100% Usage","Occupied","50000-59999","2","Electricity","75F","75F","AC, SEER 15","Electric Furnace, 100% AFUE"
85521,2663,4,"SC, Rock Hill","Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage","G4500910","None","Natural Gas","EF 17.6, 100% Usage","Occupied","45000-49999","1","Natural Gas","76F","78F","AC, SEER 15","Fuel Furnace, 92.5% AFUE"
85891,885,2,"In another census Place","Electric, 120% Usage","EnergyStar, 120% Usage","Gas, 120% Usage","G4500850","290 Rated kWh, 120% Usage","Electricity","EF 17.6, 100% Usage","Occupied","80000-99999","2","Electricity","72F","72F","AC, SEER 10","Electric Furnace, 100% AFUE"
86679,1690,5,"In another census Place","Electric, 100% Usage","Standard, 100% Usage","Gas, 100% Usage","G4500910","318 Rated kWh, 100% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","140000-159999","5","Natural Gas","75F","75F","AC, SEER 13","Fuel Furnace, 92.5% AFUE"
87131,1220,3,"Not in a census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500910","290 Rated kWh, 80% Usage","Electricity","EF 17.6, 100% Usage","Occupied","70000-79999","1","Electricity","72F","78F","AC, SEER 15","Electric Furnace, 100% AFUE"
88654,2663,4,"Not in a census Place","Gas, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500910","None","Electricity","EF 17.6, 100% Usage","Occupied","40000-44999","4","Natural Gas","78F","70F","AC, SEER 13","Fuel Furnace, 92.5% AFUE"
89991,2176,4,"SC, Rock Hill","Electric, 100% Usage","Standard, 100% Usage","Gas, 100% Usage","G4500910","None","Natural Gas","EF 17.6, 100% Usage","Occupied","20000-24999","3","Natural Gas","68F","72F","Room AC, EER 10.7","Fuel Wall/Floor Furnace, 68% AFUE"
90469,1690,3,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage","G4500910","None","Electricity","EF 15.9, 100% Usage","Occupied","35000-39999","1","Electricity","78F","72F","AC, SEER 15","Electric Furnace, 100% AFUE"
91094,2176,3,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Gas, 100% Usage","G4500910","290 Rated kWh, 100% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","140000-159999","2","Electricity","72F","70F","Heat Pump","ASHP, SEER 15, 8.5 HSPF"
92067,1220,3,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500730","290 Rated kWh, 100% Usage","Electricity","EF 10.5, 100% Usage","Vacant","40000-44999","3","Natural Gas","55F","75F","AC, SEER 13","Fuel Furnace, 80% AFUE"
95094,2176,3,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500730","290 Rated kWh, 100% Usage","Electricity","EF 17.6, 100% Usage","Occupied","100000-119999","3","Electricity","70F","75F","AC, SEER 13","Electric Furnace, 100% AFUE"
97679,1220,3,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500730","None","Natural Gas","EF 15.9, 100% Usage","Occupied","60000-69999","3","Electricity","70F","72F","AC, SEER 10","Electric Furnace, 100% AFUE"
97829,1220,3,"In another census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Gas, 80% Usage","G4500910","None","Electricity","EF 17.6, 100% Usage","Occupied","30000-34999","3","Electricity","60F","72F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
97997,8194,5,"Not in a census Place","None","EnergyStar, 100% Usage","Gas, 100% Usage","G4500910","318 Rated kWh, 100% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","200000+","3","Natural Gas","70F","70F","AC, SEER 13","Fuel Furnace, 92.5% AFUE"
98644,2663,3,"Not in a census Place","Gas, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500730","318 Rated kWh, 100% Usage","Electricity","EF 17.6, 100% Usage","Occupied","100000-119999","3","Natural Gas","78F","75F","AC, SEER 13","Fuel Furnace, 92.5% AFUE"
99256,2176,3,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Propane, 100% Usage","G4500730","318 Rated kWh, 100% Usage","Electricity","EF 17.6, 100% Usage","Occupied","50000-59999","1","Propane","72F","68F","AC, SEER 13","Fuel Furnace, 80% AFUE"
99282,1690,3,"In another census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500730","None","Electricity","EF 15.9, 100% Usage","Occupied","45000-49999","1","Electricity","70F","75F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
100821,2176,3,"In another census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500910","None","Electricity","EF 17.6, 100% Usage","Occupied","10000-14999","2","Electricity","72F","75F","AC, SEER 13","Electric Furnace, 100% AFUE"
101567,3301,4,"In another census Place","Gas, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage","G4500910","318 Rated kWh, 100% Usage","Natural Gas","EF 15.9, 100% Usage","Occupied","100000-119999","1","Natural Gas","78F","70F","Room AC, EER 10.7","Fuel Wall/Floor Furnace, 60% AFUE"
103316,1220,3,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Gas, 100% Usage","G4500850","290 Rated kWh, 100% Usage","Electricity","EF 17.6, 100% Usage","Occupied","10000-14999","1","Natural Gas","72F","67F","AC, SEER 15","Fuel Furnace, 76% AFUE"
103573,3301,3,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500850","None","Electricity","EF 17.6, 100% Usage","Occupied","100000-119999","2","Electricity","68F","72F","Heat Pump","ASHP, SEER 15, 8.5 HSPF"
105432,1690,2,"Not in a census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500910","None","Electricity","EF 15.9, 100% Usage","Occupied","100000-119999","2","Electricity","72F","76F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
106699,2176,3,"SC, Sumter","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500850","290 Rated kWh, 100% Usage","Electricity","EF 17.6, 100% Usage","Vacant","100000-119999","3","Electricity","55F","80F","AC, SEER 15","Electric Furnace, 100% AFUE"
110817,2176,3,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500730","290 Rated kWh, 100% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","120000-139999","4","Natural Gas","70F","78F","AC, SEER 13","Fuel Furnace, 92.5% AFUE"
112055,1220,1,"Not in a census Place","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500730","None","Electricity","EF 17.6, 100% Usage","Vacant","50000-59999","2","Electricity","55F","70F","AC, SEER 13","Electric Baseboard, 100% Efficiency"
113415,1690,3,"Not in a census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500910","None","Electricity","EF 17.6, 100% Usage","Occupied","25000-29999","2","Natural Gas","70F","75F","AC, SEER 13","Fuel Furnace, 80% AFUE"
113688,1220,3,"In another census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Gas, 80% Usage","G4500910","290 Rated kWh, 80% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","35000-39999","2","Natural Gas","65F","75F","AC, SEER 10","Fuel Furnace, 80% AFUE"
113791,2663,4,"In another census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Propane, 80% Usage","G4500910","None","Electricity","EF 17.6, 100% Usage","Occupied","140000-159999","2","Electricity","70F","78F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
115431,2176,4,"SC, Sumter","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500850","290 Rated kWh, 100% Usage","Propane","EF 19.9, 100% Usage","Occupied","60000-69999","2","Propane","70F","70F","AC, SEER 15","Fuel Furnace, 80% AFUE"
117414,8194,5,"Not in a census Place","Electric, 80% Usage","Standard, 80% Usage","Electric, 80% Usage","G4500910","318 Rated kWh, 80% Usage","Natural Gas","EF 19.9, 100% Usage","Occupied","20000-24999","2","Natural Gas","78F","75F","AC, SEER 13","Fuel Furnace, 80% AFUE"
119089,3301,4,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage","G4500910","290 Rated kWh, 100% Usage","Natural Gas","EF 15.9, 100% Usage","Occupied","200000+","2","Natural Gas","70F","78F","AC, SEER 15","Fuel Furnace, 92.5% AFUE"
123091,1690,3,"Not in a census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500850","None","Electricity","EF 17.6, 100% Usage","Occupied","20000-24999","4","Electricity","70F","78F","AC, SEER 10","Electric Furnace, 100% AFUE"
125035,2663,3,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500910","None","Electricity","EF 15.9, 100% Usage","Occupied","160000-179999","3","Electricity","65F","78F","AC, SEER 10","Electric Furnace, 100% AFUE"
126845,2176,3,"SC, Rock Hill","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500910","318 Rated kWh, 100% Usage","Electricity","EF 19.9, 100% Usage","Occupied","45000-49999","1","Electricity","68F","76F","AC, SEER 15","Electric Furnace, 100% AFUE"
129456,1690,3,"Not in a census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Propane, 80% Usage","G4500730","290 Rated kWh, 80% Usage","Electricity","EF 17.6, 100% Usage","Occupied","35000-39999","1","Electricity","70F","72F","AC, SEER 10","Electric Furnace, 100% AFUE"
130136,2176,4,"SC, Sumter","Electric, 100% Usage","EnergyStar, 100% Usage","Propane, 100% Usage","G4500850","None","Electricity","EF 17.6, 100% Usage","Occupied","20000-24999","3","Propane","70F","67F","Room AC, EER 10.7","Fuel Wall/Floor Furnace, 68% AFUE"
130503,1690,3,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Gas, 100% Usage","G4500910","None","Electricity","EF 17.6, 100% Usage","Occupied","45000-49999","2","Electricity","72F","78F","AC, SEER 13","Electric Furnace, 100% AFUE"
